Brand,Brand_Model,Color,Platform,MRP,Selling_Price,Discount_Price,Discount,RAM,ROM,Display_Size,Battery,Front_Cam(MP),Back_Cam(MP),Processor,Ratings,Rating_Count,Review_Count
samsung,galaxy s23,phantom black,amazon,149999,77999,72000,48,12,256,6.8,5000,12,200,snapdragon 8 gen 2,4.7,14800,2300
iphone,iphone 16 pro,natural titanium,amazon,144900,134900,10000,7,12,256,6.9,4700,12,48,a18 pro,4.7,17400,2780
itel,itel a80,sandstone black,amazon,8999,6999,2000,22,4,128,6.6,5000,8,50,unisoc t606,4.1,3200,520
xiaomi,"xiaomi 15 ,",white,amazon,79999,64998,15001,19,12,512,6.7,4800,32,50,snapdragon 8 elite,4.5,7200,1150
vivo,x200 pro,titanium grey,amazon,101999,94999,7000,7,16,512,6.8,5000,32,50,dimensity 9400,4.5,6950,1090
redmi,14c 5g,starlight blue,amazon,12999,9498,3501,27,4,64,6.88,5160,8,50,snapdragon 4 gen 2,4.2,4850,780
samsung,galaxy m36,serene green,amazon,22999,17499,5500,24,6,128,6.6,5000,13,50,snapdragon 7 gen 1,4.4,6150,960
redmi,13 5g,hawaiian blue,amazon,19999,11699,8300,42,8,128,6.79,5000,16,108,snapdragon 4 gen 2 ae,4.4,7050,1120
tecno,pova 6,midnight shadow,amazon,15999,9999,6000,38,6,128,6.8,5000,16,108,dimensity 6300,4.2,4200,680
samsung,galaxy a56,awesome olive,amazon,52999,44999,8000,15,12,256,6.6,5000,32,50,snapdragon 7 gen 1,4.5,5700,940
vivo,v50e 5g,sapphire blue,amazon,35999,30999,5000,14,8,256,6.7,5000,32,64,snapdragon 7 gen 3,4.3,3950,640
samsung,galaxy a56,awesome olive,amazon,48999,41999,7000,14,8,256,6.6,5000,32,50,snapdragon 7 gen 1,4.5,5600,910
oppo,f27 pro,dusk pink,amazon,34999,23480,11519,33,8,256,6.7,5000,32,64,dimensity 7050,4.3,4800,780
xiaomi,xiaomi 14 civi,hot pink,amazon,59999,31999,28000,47,12,512,6.7,4700,32,50,snapdragon 8s gen 3,4.5,5250,820
redmi,note 14,titan black,amazon,34999,27999,7000,20,8,128,6.67,5000,20,200,snapdragon 7s gen 3,4.4,7900,1210
redmi,note 14,spectre blue,amazon,36999,29999,7000,19,8,256,6.67,5000,20,200,snapdragon 7s gen 3,4.4,7650,1180
tecno,spark go,glittery white,amazon,8999,7298,1701,19,4,64,6.67,5000,8,13,unisoc t606,4.1,3400,570
tecno,phantom v,karst green,amazon,119999,89999,30000,25,12,512,7.8,5750,32,50,dimensity 9200+,4.5,3850,610
lava,shark 5g,steller blue,amazon,9499,7999,1500,16,4,64,6.75,5000,8,13,unisoc t616,4.1,2950,480
tecno,pop 9,aurora cloud,amazon,14999,9499,5500,37,8,128,6.6,5000,8,48,dimensity 6300,4.2,3200,510
lava,blaze 3,glass blue,amazon,12999,10999,2000,15,6,128,6.6,5000,8,50,dimensity 6300,4.3,3800,600
lava,o3 pro,glossy black,amazon,7799,6699,1100,14,4,64,6.56,5000,8,50,helio g37,4.2,3150,520
tecno,spark go,ink black,amazon,8999,6998,2001,22,4,64,6.6,5000,8,13,unisoc t606,4.1,3000,480
redmi,a4 5g,starry black,amazon,11999,8798,3201,27,4,128,6.88,5000,8,50,snapdragon 4s gen 2,4.2,4200,690
redmi,14c 5g,starlight blue,amazon,12999,9498,3501,27,4,64,6.88,5160,8,50,snapdragon 4 gen 2,4.2,4750,760
samsung,galaxy m36,serene green,amazon,22999,17499,5500,24,6,128,6.6,5000,13,50,snapdragon 7 gen 1,4.4,6050,940
samsung,galaxy m06,blazing black,amazon,15499,10049,5450,35,6,128,6.6,5000,8,50,dimensity 6300,4.1,3900,620
vivo,y36,meteor black,amazon,21999,11499,10500,48,8,128,6.6,5000,16,50,snapdragon 680,4.3,3800,610
motorola,razr 60,mystique white,amazon,109000,89998,19002,17,6,128,6.9,5000,32,50,snapdragon 8 elite,4.4,5300,840
redmi,note 14,ivy green,amazon,21999,16999,5000,23,6,128,6.6,5000,16,50,dimensity 7025 ultra,4.4,5200,820
redmi,note 14,steller gold,amazon,21999,16999,5000,23,4,64,6.6,5000,16,50,dimensity 7025 ultra,4.1,2850,450
lava,shark 5g,sea breeze green,amazon,9499,7999,1500,16,6,128,6.75,5500,8,13,octa-core 5g processor,4.2,3200,520
infinix,note 50x,solid purple,amazon,14999,11499,3500,23,8,128,6.8,5000,16,108,dimensity 7300 ultimate,4.2,3850,600
oppo,f29 5g,metallic black,amazon,28999,23998,5001,17,3,64,6.6,5000,16,64,dimensity 7050,4.1,3000,470
infinix,smart 9,awesome iceblue,amazon,8999,6699,2300,26,8,256,6.6,5000,8,13,unisoc t606,4.5,5700,920
samsung,galaxy a55,starry black,amazon,45999,26999,19000,41,4,64,6.6,5000,32,50,exynos 1480,4.2,4050,660
redmi,a4 5g,natural titanium,amazon,10999,7998,3001,27,6,128,6.88,5000,8,50,snapdragon 4s gen 2,4.7,9300,1450
iphone,iphone 16 pro,blue,amazon,119900,111900,8000,7,16,256,6.1,4300,12,48,a18,4,2800,420
jiobharat,jiobharat v4 4g,titanium silverblue,amazon,1999,799,1200,60,12,512,2.4,5000,2,2,feature phone processor,4.6,7200,1130
oppo,a5 5g,white,amazon,19499,15498,4001,21,4,64,6.6,5000,8,50,dimensity 6100,4.6,8950,1380
iphone,iphone 16 128,sage green,amazon,79900,72400,7500,9,8,128,6.1,5000,12,48,a18,4.2,3200,530
infinix,hot 50,pristine glass,amazon,14999,10499,4500,30,8,128,6.6,5000,8,50,dimensity 6100,4.3,2950,470
lava,agni 3,mint,amazon,25499,16999,8500,33,12,256,6.78,4000,16,50,dimensity 7300x,4.5,6400,980
samsung,galaxy s25,titanium black,amazon,80999,74999,6000,7,12,512,6.6,5000,12,50,snapdragon 8 elite,4.6,9100,1450
redmi,14c 5g,serene green,amazon,14999,11498,3501,23,6,128,6.88,5000,8,50,snapdragon 4 gen 2,4.4,6150,950
samsung,galaxy m36,ivy green,amazon,22999,17499,5500,24,6,128,6.6,5000,13,50,snapdragon 7 gen 1,4.4,5250,830
redmi,note 14,sea breeze green,amazon,21999,16999,5000,23,6,128,6.6,5500,16,50,dimensity 7025 ultra,4.3,3300,540
infinix,note 50x,glittery white,amazon,14999,11499,3500,23,4,64,6.8,5000,16,108,dimensity 7300 ultimate,4.1,2900,450
motorola,razr 60,matcha green,amazon,109000,89998,19002,17,12,512,6.9,5000,32,50,snapdragon 8 elite,4.5,5400,880
xiaomi,xiaomi 14,aurora green,amazon,59999,31999,28000,47,6,128,6.55,5000,32,50,snapdragon 8s gen 3,4.2,3750,610
oppo,a5 5g,glossy black,amazon,19499,15498,4001,21,4,64,6.6,5000,8,50,dimensity 6100,4,2650,410
